Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,NObeyesdad,Obesity_Level,Obese_Binary
1,20,1.7013,104.578,1,1,2.653721,1.265463,1,0,1.368,0,0.218,0.768,0,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.6589,104.549,1,1,2.859097,1.340361,1,0,1.531,0,0.174,1.262,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7593,112.0,1,1,1.572036,3.0,1,0,2.004,0,0.0,0.34,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.7584,112.101,1,1,1.387489,3.0,1,0,2.018,0,0.0,0.731,1,1,0,0,0,0,Obesity_Type_II,5,1
1,24,1.6223,99.983,1,1,2.941929,3.989492,1,0,1.014,0,1.959,0.687,0,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.6233,97.583,1,1,2.973569,2.650088,1,0,1.003,0,1.981,0.157,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.9189,129.992,1,1,2.041376,3.0,1,0,1.12,0,1.055,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.9133,129.232,1,1,2.02472,3.0,1,0,1.8,0,1.196,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,37,1.75,118.074,1,1,2.133964,3.0,1,0,2.008,0,0.202,0.201,1,1,0,0,0,0,Obesity_Type_II,5,1
1,39,1.75,119.029,1,1,2.702457,3.0,1,0,2.005,0,0.325,0.419,1,1,0,0,0,0,Obesity_Type_II,5,1
1,23,1.785,113.715,1,1,1.760038,3.0,1,0,2.004,0,1.089,0.072,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.7925,116.158,1,1,1.996646,3.0,1,0,2.0,0,1.601,0.74,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8298,120.981,1,1,2.644094,3.0,1,0,2.741,0,2.0,0.501,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7964,120.988,1,1,2.475892,3.0,1,0,2.949,0,1.867,0.1,1,0,0,0,1,0,Obesity_Type_II,5,1
1,32,1.75,120.0,1,1,2.941627,3.0,1,0,2.318,0,0.583,1.588,1,1,0,0,0,0,Obesity_Type_II,5,1
1,32,1.7624,118.549,1,1,2.998441,3.0,1,0,2.463,0,0.555,1.992,1,1,0,0,0,0,Obesity_Type_II,5,1
1,23,1.8257,121.237,1,1,2.397284,2.89292,1,0,1.984,0,1.86,0.003,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8397,120.432,1,1,2.382705,2.938902,1,0,1.999,0,1.686,0.631,1,0,0,0,1,0,Obesity_Type_II,5,1
1,41,1.7494,109.909,1,1,2.176317,2.986637,1,0,1.016,0,0.941,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,41,1.75,115.807,1,1,2.0,2.701521,1,0,1.143,0,0.514,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,22,1.85,122.12,1,1,3.0,2.014671,1,0,1.293,0,0.146,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,22,1.85,122.61,1,1,3.0,1.971659,1,0,1.179,0,0.179,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6079,100.618,1,1,2.877743,1.311797,1,0,1.0,0,0.182,1.431,0,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6032,99.606,1,1,3.0,1.262831,1,0,1.0,0,0.883,1.383,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7707,112.471,1,1,2.303041,3.0,1,0,2.066,0,0.0,0.725,1,1,0,0,0,0,Obesity_Type_II,5,1
1,29,1.758,112.395,1,1,2.323003,3.0,1,0,2.156,0,0.0,1.252,1,1,0,0,0,0,Obesity_Type_II,5,1
1,25,1.787,115.025,1,1,1.99953,3.0,1,0,2.112,0,1.453,0.85,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7718,114.906,1,1,1.585183,3.0,1,0,2.102,0,1.544,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,40,1.7224,109.349,1,1,2.281963,3.770379,1,0,1.0,0,1.331,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,34,1.7014,107.025,1,1,2.561638,2.87747,1,0,1.0,0,1.98,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,33,1.6974,103.018,1,1,2.600217,2.175153,1,0,1.0,0,1.986,0.0,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.6964,102.816,1,1,2.79166,2.13229,1,0,1.255,0,0.653,1.041,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.9092,129.679,1,1,2.08868,3.0,1,0,1.52,0,1.857,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,29,1.9091,129.875,1,1,2.206119,3.0,1,0,1.484,0,1.113,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.8014,121.094,1,1,2.328469,3.0,1,0,2.001,0,0.8,0.177,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.8603,123.721,1,1,2.002784,3.0,1,0,2.293,0,1.034,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,27,1.8195,118.333,1,1,1.975675,3.0,1,0,2.358,0,0.704,0.011,1,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.7932,118.165,1,1,2.002076,3.0,1,0,2.338,0,0.898,0.081,1,0,0,0,1,0,Obesity_Type_II,5,1
1,33,1.7502,118.3,1,1,2.218599,3.0,1,0,2.104,0,0.766,0.262,1,1,0,0,0,0,Obesity_Type_II,5,1
1,32,1.755,120.099,1,1,2.9673,3.0,1,0,2.53,0,0.955,1.339,1,1,0,0,0,0,Obesity_Type_II,5,1
1,26,1.7731,115.089,1,1,2.392179,3.0,1,0,2.165,0,1.08,1.073,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7727,115.828,1,1,2.381164,3.0,1,0,2.17,0,1.211,1.899,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7879,112.536,1,1,2.008245,3.0,1,0,2.04,0,0.0,0.474,1,1,0,0,0,0,Obesity_Type_II,5,1
1,27,1.7853,112.741,1,1,2.155182,3.0,1,0,2.049,0,0.0,1.75,1,1,0,0,0,0,Obesity_Type_II,5,1
1,28,1.8176,120.816,1,1,2.969233,3.0,1,0,2.808,0,0.982,1.192,1,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.8434,120.42,1,1,2.765063,3.0,1,0,2.867,0,0.707,0.678,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8745,121.245,1,1,2.630137,3.0,1,0,2.96,0,1.356,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7963,120.902,1,1,2.195964,3.0,1,0,2.515,0,1.665,0.128,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7562,119.117,1,1,2.619987,3.0,1,0,2.195,0,1.077,1.091,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7571,118.566,1,1,2.918113,3.0,1,0,2.24,0,1.076,1.481,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.8891,129.157,1,1,2.889485,3.0,1,1,1.28,0,0.941,0.008,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.8693,127.507,1,1,2.939727,3.0,1,1,1.344,0,0.923,1.432,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7572,112.201,1,1,1.264234,3.0,1,0,2.0,0,1.333,0.002,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7645,113.234,1,1,1.517912,3.0,1,0,2.039,0,1.59,0.002,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.7748,117.399,1,1,2.23372,2.993634,1,0,2.028,0,0.863,0.45,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7699,117.709,1,1,1.475906,2.999346,1,0,2.019,0,1.047,0.461,1,0,0,0,1,0,Obesity_Type_II,5,1
1,40,1.7602,117.651,1,1,2.032883,2.976211,1,0,1.726,0,0.478,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,40,1.763,116.975,1,1,2.046651,2.842035,1,0,1.732,0,0.584,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,27,1.6795,102.873,1,1,2.667229,1.09749,1,0,1.226,0,0.207,1.003,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.6994,100.177,1,1,2.819934,1.91863,1,0,1.0,0,1.393,0.553,0,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8493,121.659,1,1,3.0,2.510135,1,0,1.693,0,0.77,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.8674,121.684,1,1,2.954417,2.65772,1,0,2.105,0,0.87,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8671,121.836,1,1,2.826251,2.604998,1,0,1.842,0,1.285,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8486,121.421,1,1,3.0,2.567567,1,0,2.011,0,0.916,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6198,98.543,1,1,2.95841,2.434347,1,0,1.0,0,1.93,0.754,0,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.6478,99.592,1,1,2.935157,1.845858,1,0,1.0,0,1.09,0.716,0,0,0,0,1,0,Obesity_Type_II,5,1
1,20,1.6191,104.304,1,1,2.870895,1.627555,1,0,1.376,0,0.21,1.163,0,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.6419,104.27,1,1,2.869833,1.569176,1,0,1.534,0,0.168,1.368,0,0,0,0,1,0,Obesity_Type_II,5,1
1,28,1.7874,112.174,1,1,1.878251,3.0,1,0,2.023,0,0.0,0.325,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.7584,112.007,1,1,1.750809,3.0,1,0,2.003,0,0.0,0.114,1,1,0,0,0,0,Obesity_Type_II,5,1
1,25,1.7641,113.09,1,1,1.168856,3.0,1,0,2.013,0,1.246,0.002,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7672,112.226,1,1,1.443674,3.0,1,0,2.002,0,1.386,0.001,1,0,0,0,1,0,Obesity_Type_II,5,1
1,32,1.6778,102.022,1,1,2.826036,2.371658,1,0,1.0,0,1.996,0.0,0,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.6685,100.544,1,1,2.9553,2.378211,1,0,1.0,0,1.738,0.395,0,0,0,0,1,0,Obesity_Type_II,5,1
1,28,1.6855,99.54,1,1,2.774562,2.301129,1,0,1.0,0,1.622,0.138,0,0,0,0,1,0,Obesity_Type_II,5,1
1,28,1.6946,99.709,1,1,2.772027,2.454432,1,0,1.0,0,0.859,0.051,0,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.8861,129.349,1,1,2.499626,3.0,1,1,1.125,0,0.945,1.023,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.915,129.966,1,1,2.108638,3.0,1,1,1.015,0,0.988,0.047,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.8419,124.071,1,1,2.467548,3.0,1,0,2.66,0,0.994,0.31,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.8681,123.172,1,1,2.585942,3.0,1,0,2.303,0,0.598,0.112,1,0,0,0,1,0,Obesity_Type_II,5,1
1,32,1.7517,119.205,1,1,2.14961,3.0,1,0,2.134,0,0.393,0.346,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7553,118.238,1,1,2.938616,3.0,1,0,2.06,0,0.372,1.334,1,1,0,0,0,0,Obesity_Type_II,5,1
1,38,1.7542,117.897,1,1,2.535154,2.915921,1,0,1.892,0,0.694,0.067,1,1,0,0,0,0,Obesity_Type_II,5,1
1,38,1.7607,118.668,1,1,2.611222,2.992083,1,0,1.796,0,0.642,0.203,1,1,0,0,0,0,Obesity_Type_II,5,1
1,22,1.7559,116.312,1,1,1.800122,3.0,1,0,2.0,0,1.69,0.764,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.7651,116.67,1,1,1.482722,3.0,1,0,2.0,0,1.113,0.69,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7882,115.383,1,1,1.735664,3.0,1,0,2.042,0,1.392,0.392,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.7671,116.164,1,1,1.655684,3.0,1,0,2.0,0,0.976,0.69,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.84,120.975,1,1,2.598207,2.849347,1,0,2.006,0,1.52,0.296,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.8249,120.806,1,1,2.225149,3.0,1,0,2.358,0,1.944,0.682,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8284,120.998,1,1,3.0,3.0,1,0,3.0,0,1.685,0.265,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8295,120.997,1,1,3.0,3.0,1,0,3.0,0,1.468,0.344,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.7793,120.752,1,1,2.519592,3.0,1,0,2.229,0,0.351,1.14,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7811,120.795,1,1,2.111887,3.0,1,0,2.357,0,0.426,1.416,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7642,119.373,1,1,2.970983,3.0,1,0,2.829,0,0.455,1.916,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7548,118.806,1,1,2.907542,3.0,1,0,2.284,0,0.648,1.668,1,1,0,0,0,0,Obesity_Type_II,5,1
1,25,1.7565,117.369,1,1,1.451337,3.0,1,0,2.0,0,1.385,0.631,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.7568,117.327,1,1,1.537505,3.0,1,0,2.0,0,1.632,0.631,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.7544,119.441,1,1,1.893428,3.0,1,0,2.0,0,1.917,0.936,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.7551,119.193,1,1,2.007845,2.954446,1,0,1.969,0,1.587,0.839,1,0,0,0,1,0,Obesity_Type_II,5,1
1,40,1.7067,108.013,1,1,2.487781,3.755976,1,0,1.0,0,1.861,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,37,1.7428,106.421,1,1,2.541785,2.902639,1,0,1.0,0,1.669,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,34,1.6811,102.523,1,1,2.813775,2.372705,1,0,1.0,0,1.979,0.0,0,0,0,0,1,0,Obesity_Type_II,5,1
1,34,1.7057,103.068,1,1,2.562687,2.100918,1,0,1.459,0,1.168,0.412,0,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8495,121.561,1,1,3.0,2.272801,1,0,1.56,0,0.797,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8534,121.738,1,1,2.922511,2.692889,1,0,1.81,0,0.479,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8475,122.063,1,1,3.0,2.280545,1,0,1.592,0,0.933,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,22,1.8703,121.458,1,1,2.836055,2.675411,1,0,1.712,0,0.937,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6078,100.783,1,1,2.880759,1.487674,1,0,1.014,0,1.001,1.098,0,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6031,100.209,1,1,3.0,1.02075,1,0,1.0,0,0.233,1.707,0,0,0,0,1,0,Obesity_Type_II,5,1
1,20,1.6201,103.393,1,1,2.766441,1.240424,1,0,1.413,0,0.165,0.863,0,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.6106,100.642,1,1,2.997524,1.154318,1,0,1.238,0,1.129,1.666,0,0,0,0,1,0,Obesity_Type_II,5,1
1,29,1.7586,113.502,1,1,2.320201,3.0,1,0,2.165,0,0.0,1.465,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.7633,113.216,1,1,2.181057,3.0,1,0,2.086,0,0.0,1.439,1,1,0,0,0,0,Obesity_Type_II,5,1
1,27,1.7641,112.323,1,1,1.924632,3.0,1,0,2.007,0,0.177,0.512,1,1,0,0,0,0,Obesity_Type_II,5,1
1,25,1.756,112.278,1,1,1.397468,3.0,1,0,2.019,0,0.665,0.062,1,1,0,0,0,0,Obesity_Type_II,5,1
1,26,1.7834,115.347,1,1,2.191429,3.0,1,0,2.103,0,1.325,0.381,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7865,114.535,1,1,2.100177,3.0,1,0,2.1,0,1.281,0.247,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7666,114.187,1,1,2.075321,3.0,1,0,2.145,0,1.502,0.276,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7655,114.144,1,1,1.626369,3.0,1,0,2.11,0,1.353,0.077,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7585,111.635,1,1,1.263216,3.219347,1,0,1.982,0,0.483,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.7585,111.95,1,1,1.067909,3.656401,1,0,1.985,0,0.054,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,41,1.748,109.759,1,1,2.310751,3.220181,1,0,1.007,0,1.158,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,41,1.745,111.17,1,1,2.294259,2.850948,1,0,1.87,0,0.917,0.0,0,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.7016,103.744,1,1,2.57649,2.187145,1,0,1.381,0,1.928,0.414,0,0,0,0,1,0,Obesity_Type_II,5,1
1,33,1.6964,103.25,1,1,2.679664,2.415522,1,0,1.0,0,1.987,0.0,0,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.6805,102.005,1,1,2.938687,2.138375,1,0,1.252,0,1.182,0.778,0,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7033,102.592,1,1,2.654792,1.077331,1,0,1.345,0,0.327,0.387,0,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.8777,127.161,1,1,2.731368,3.0,1,1,1.487,0,1.486,1.15,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.9096,129.013,1,1,2.22259,3.0,1,1,1.592,0,1.392,0.918,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.9092,129.194,1,1,2.432355,3.0,1,0,1.337,0,1.638,0.09,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.9107,129.233,1,1,2.497548,3.0,1,0,1.363,0,1.144,0.173,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.7791,120.601,1,1,2.671238,3.0,1,0,2.145,0,0.883,0.594,1,1,0,0,0,0,Obesity_Type_II,5,1
1,32,1.7675,120.158,1,1,2.57691,3.0,1,0,2.08,0,1.043,0.377,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.784,120.614,1,1,2.341999,3.0,1,0,2.3,0,0.565,0.922,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7671,120.344,1,1,2.117121,3.0,1,0,2.193,0,0.993,1.556,1,1,0,0,0,0,Obesity_Type_II,5,1
1,27,1.8162,119.623,1,1,2.247037,3.0,1,0,2.718,0,0.764,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.8399,119.957,1,1,2.244654,3.0,1,0,2.796,0,0.839,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.8484,117.632,1,1,2.128574,3.0,1,0,2.532,0,1.003,0.027,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.8303,117.757,1,1,2.068834,3.0,1,0,2.544,0,1.218,0.038,1,0,0,0,1,0,Obesity_Type_II,5,1
1,38,1.7501,118.114,1,1,2.073224,3.0,1,0,2.024,0,0.131,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,38,1.7636,117.862,1,1,2.145114,2.888193,1,0,2.038,0,0.852,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,28,1.8165,120.699,1,1,2.997951,3.0,1,0,2.716,0,0.74,0.972,1,1,0,0,0,0,Obesity_Type_II,5,1
1,28,1.8054,119.485,1,1,2.911312,3.0,1,0,2.502,0,0.947,0.786,1,1,0,0,0,0,Obesity_Type_II,5,1
1,25,1.7701,114.164,1,1,2.159033,3.0,1,0,2.116,0,1.332,0.053,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7727,114.254,1,1,2.175276,3.0,1,0,2.128,0,1.306,0.079,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7632,115.108,1,1,2.21965,3.0,1,0,2.165,0,1.315,0.689,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7665,115.458,1,1,2.203962,3.0,1,0,2.157,0,1.289,1.221,1,0,0,0,1,0,Obesity_Type_II,5,1
1,30,1.7732,112.349,1,1,1.947495,3.0,1,0,2.042,0,0.0,0.618,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.76,112.409,1,1,2.262292,3.0,1,0,2.115,0,0.0,0.848,1,1,0,0,0,0,Obesity_Type_II,5,1
1,27,1.7801,113.155,1,1,2.219186,3.0,1,0,2.092,0,0.546,1.743,1,1,0,0,0,0,Obesity_Type_II,5,1
1,28,1.7669,113.236,1,1,2.314175,3.0,1,0,2.152,0,0.0,1.579,1,1,0,0,0,0,Obesity_Type_II,5,1
1,26,1.8851,121.065,1,1,2.423291,3.0,1,0,2.903,0,1.244,0.556,1,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.8283,120.872,1,1,2.637202,3.0,1,0,2.967,0,1.16,0.759,1,0,0,0,1,0,Obesity_Type_II,5,1
1,28,1.8062,120.424,1,1,2.974006,3.0,1,0,2.566,0,0.69,1.34,1,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.8129,119.841,1,1,2.347942,3.0,1,0,2.731,0,0.689,0.189,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8597,121.285,1,1,2.654076,2.574108,1,0,1.785,0,1.171,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8652,121.527,1,1,2.739,2.740492,1,0,1.825,0,1.095,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.7836,120.922,1,1,2.591292,2.956422,1,0,2.311,0,1.485,0.282,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.7948,120.92,1,1,2.611847,2.749334,1,0,2.365,0,1.142,0.063,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.7596,120.009,1,1,2.766612,3.0,1,0,2.173,0,1.089,1.198,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.7735,120.21,1,1,2.777165,3.0,1,0,2.107,0,0.926,0.292,1,1,0,0,0,0,Obesity_Type_II,5,1
1,32,1.7533,118.266,1,1,2.232836,3.0,1,0,2.146,0,0.887,0.478,1,1,0,0,0,0,Obesity_Type_II,5,1
1,30,1.7611,118.371,1,1,2.571274,3.0,1,0,2.224,0,1.018,1.153,1,1,0,0,0,0,Obesity_Type_II,5,1
1,31,1.8488,125.078,1,1,2.49619,3.0,1,1,1.662,0,0.992,0.218,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.8428,125.974,1,1,2.151335,3.0,1,1,1.491,0,0.884,0.528,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.8254,124.953,1,1,2.01695,3.0,1,0,1.834,0,0.797,0.185,1,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.862,126.418,1,1,2.927187,3.0,1,0,1.509,0,0.903,1.015,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.764,113.07,1,1,1.412566,3.0,1,0,2.002,0,1.593,0.002,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7615,112.835,1,1,1.289315,3.0,1,0,2.007,0,1.376,0.002,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.772,114.068,1,1,1.624366,3.0,1,0,2.082,0,1.539,0.357,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7718,114.005,1,1,1.528331,3.0,1,0,2.079,0,1.522,0.229,1,0,0,0,1,0,Obesity_Type_II,5,1
1,26,1.7986,117.933,1,1,2.037042,3.0,1,0,2.437,0,1.016,0.02,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7886,117.849,1,1,2.191108,2.993856,1,0,2.445,0,1.056,0.145,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8032,118.333,1,1,1.431346,3.0,1,0,2.099,0,1.111,0.197,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8366,118.378,1,1,1.84199,3.0,1,0,2.503,0,1.226,0.078,1,0,0,0,1,0,Obesity_Type_II,5,1
1,37,1.7629,118.402,1,1,2.13683,2.993084,1,0,1.886,0,0.615,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,38,1.7529,119.201,1,1,2.499388,2.989791,1,0,1.96,0,0.608,0.647,1,1,0,0,0,0,Obesity_Type_II,5,1
1,39,1.7682,117.792,1,1,2.230742,2.920373,1,0,1.831,0,0.756,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,38,1.7669,118.135,1,1,2.240757,2.911568,1,0,1.896,0,0.822,0.0,1,1,0,0,0,0,Obesity_Type_II,5,1
1,25,1.6035,101.038,1,1,2.996186,1.134042,1,0,1.27,0,0.073,1.552,0,0,0,0,1,0,Obesity_Type_II,5,1
1,27,1.6903,103.181,1,1,2.649406,1.120102,1,0,1.153,0,0.217,0.619,0,0,0,0,1,0,Obesity_Type_II,5,1
1,34,1.7129,103.276,1,1,2.525884,2.040582,1,0,1.0,0,1.67,0.024,0,0,0,0,1,0,Obesity_Type_II,5,1
1,33,1.6957,102.785,1,1,2.736647,2.015675,1,0,1.0,0,1.978,0.056,0,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.83,121.042,1,1,2.684335,2.711238,1,0,2.732,0,1.156,0.442,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8463,121.248,1,1,3.0,2.695396,1,0,2.629,0,0.975,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.775,119.082,1,1,2.425503,2.996834,1,0,2.018,0,1.58,0.532,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.7897,118.436,1,1,1.469384,2.996444,1,0,2.068,0,1.082,0.151,1,0,0,0,1,0,Obesity_Type_II,5,1
1,25,1.8527,121.31,1,1,2.906269,2.894142,1,0,2.435,0,1.267,0.362,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.8726,121.471,1,1,2.808027,2.683061,1,0,2.64,0,1.28,0.0,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8196,120.775,1,1,2.636719,2.806341,1,0,1.968,0,1.525,0.316,1,0,0,0,1,0,Obesity_Type_II,5,1
1,23,1.8155,120.338,1,1,2.996717,2.791366,1,0,2.626,0,1.195,0.035,1,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6141,100.245,1,1,2.880483,1.703299,1,0,1.006,0,1.077,1.058,0,0,0,0,1,0,Obesity_Type_II,5,1
1,24,1.6094,100.078,1,1,2.885693,1.685134,1,0,1.012,0,0.503,1.218,0,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.6502,101.141,1,1,2.913452,2.269799,1,0,1.0,0,1.89,0.379,0,0,0,0,1,0,Obesity_Type_II,5,1
1,31,1.6539,102.584,1,1,2.919526,2.142328,1,0,1.176,0,0.959,0.636,0,0,0,0,1,0,Obesity_Type_II,5,1
1,20,1.6571,105.58,1,1,2.724121,1.437959,1,0,1.59,0,0.03,1.122,0,0,0,0,1,0,Obesity_Type_II,5,1
